x,text,artist,song,year,album
11,"हे...
अाकाशलाई छुने, संसारलाई ढाक्ने,
विशाल तिम्रो डाल


हे...
उडेको बादलले, छोपेको तिम्रो मुहार,
लजाउने तिम्रो चाल
हजारौँ छ तिम्रो रुप, मननै नमेटिने,
जति हेरेपनि
राखेछौ अँगालोमा लिएर, साथमै तिमीले,
हामीलाई जुनि जुनि

Home, home calling home
Home, home calling home

हे...
लिएर के जानुछ, सबै मोह मायामा यहाँ अल्जेछ
चाहिने हामिलाई कति हो,
संगै संगै मिलि जुल्न लेखेकै हाम्रो छ

नबुझ्नेले नबुझेपछि,
त्यो मेरो भन्दै भए सबै बर्बाद
याद अाउँछ तिम्रो याद,
अब त यस्तै छ मेरो हाल,
मै माया भन्दै अाउँदैछ तिम्रो याद

(ॐ मानी पाद्मे हुम)
Home, home calling home
(ॐ मानी पाद्मे हुम)
Home, home calling home
(ॐ मानी पाद्मे हुम)
Home, home calling home,
(ॐ मानी पाद्मे हुम)
Home, home calling home
(ॐ मानी पाद्मे हुम)",बिपुल छेत्री,माउंटेन हाई ,2014,स्केत्चेस अफ दार्जीलिङ 
12,"डढेलो लाग्यो त्यो पारी डाँडा साँझतिर
लौ है फेरी मनमा मेरो लाग्यो पीर
बतासमा फैलियो आगो सररर
यादहरू तिम्रो फर्केर आयो झललल

बुझाईदेऊ न जलीराने यो मन
पक्डिदेउ न उडीराने यो मन
बुझाईदेऊ न जलीराने यो मन
पक्डिदेउ न उडीराने यो मन

चारैतिर अँध्यारो नै, अँध्यारो नै छ
आजसम्म सपनाहरु अधुरो नै छ
कसरी बुझाऊँ यो नबुझ्ने रहरहरु
दिन र रातझैँ कहिल्यै नमिल्ने सपनाहरु

बुझाईदेऊ न जलीराने यो मन
पक्डिदेउ न उडीराने यो मन",बिपुल छेत्री,विल्द्फिरे ,2014,स्केत्चेस अफ दार्जीलिङ 
13,"पानी पर्यो सरर, छाना बज्यो गरर
मनमा उठ्यो आज मेरो आनन्दको लहर
हिजोको विपना, आज भएछ सपना


ए कान्छी, कति चाँडै बितेको यो जीवन
पानी पर्यो सरर, भिज्यो कालेबुङ सहर
कालो कालो बादल चढि फर्की आयो असार, ल है

जिन्दगी कहिले घाम कहिले पानी, लै बरी लै
माया नै सबै भन्दा ठुलो कुरो रैछ नि है
चारैतिर निला निला आकाश नै छायो है
वरिपरि लागेको यो कुहिरो हरायो है
मनलाई साँचो राखी हिँडिरहेछु
म तिम्रो साहारामै बाँचिरहेछु, मायालु

पानी पर्याे सरर, छाेडा बग्याे गरर
फर्कि अाए तिम्रै तिर छाडी सारा संसार
हिजोको विपना, अाज भएछ सपना
ए कान्छी, कति चाँडै बितेकाे याे जीवन
पानी पर्याे सरर, भिज्याे कालेबुङ सहर
कालाे कालाे बादल चडि फर्कि अायाे असार

लै बरि लै बरि लै बरि लै, अाे नानी
लै बरि लै बरि लै
लै बरि लै बरि लै बरि लै, अाे नानी
लै बरि लै बरि लै
लै बरि लै बरि लै बरि लै, अाे नानी
लै बरि लै बरि लै
लै बरि लै बरि लै बरि लै, अाे नानी
लै बरि लै बरि लै
लै बरि लै बरि लै बरि लै, अाे नानी
लै बरि लै बरि लै",बिपुल छेत्री,असार ,2014,स्केत्चेस अफ दार्जीलिङ 
14,"देउराली डाँडाको शीतल हावामा
सारा जंगलनै नाच्यो है
तिमी बिनाको जीन्दगानी


म कसरी नै त काटुँ है

रेलमा चढी म जानेछु टाढा
छाडी यो सबै यो संसार
अाउने दिनको अाशा राखि
म अघि बढेछु त्यो पारि
जीउन फेरि मन लाग्यो
अा हा हा
अा हा हा

जति हिँडे उति टाढा लाग्छ पुग्न त्यहाँ
हेर न दिन ढलिसक्यो
तिम्रै कल्पनाको समुन्द्रमा डुबिरहने
कस्तो यो मनको खाँचो
अब त पुग्ने छ मेरो यो इच्छा
अब त पाउनेछु गरेको प्रतिक्षा
माया

दुनियाको यो मोह मायामा
मलाई धेरै नअल्झाउ है
एउटै भएको जीन्दगानी
म जसरी नै त काटुँ है
रेलमा चढी म जानेछु टाढा
छाडी यो सबै यो घर-बार
तिमीलाई पाउने अाशा राखि
म अघि बढेछु त्यो पारि
जीउन फेरि मन लाग्यो
अा हा हा
अा हा हा

लाग्यो जीउन मन अब
अा हा हा
अा हा हा",बिपुल छेत्री,देउराली डाँडा,2014,स्केत्चेस अफ दार्जीलिङ 
15,"राम साइली, म त यौवनको पिरले
गम खाए यसै खोला किनारैमा
राम साइली, म त यौवनको पिरले


गम खाए यसै खोला किनारैमा

ढलपल गर्छन बादल माथी बादलकी रानी
नबिर्सने तिमीलाई टाढा भए पनि
टाढा भए पनि
टाढा भए पनि

राम साइली, म त यौवनको पिरले
गम खाए यसै खोला किनारैमा

चिसो चिसो हावा बग्यो मुटु नै भिज्ने
यसरी नै हो कि मेरो जिन्दगी बित्ने
राम साइली, म त जिन्दगीको खोजमा
गम खाए यसै बिरानो शहरमा

ढलपल गर्छन बादल माथी बादलकी रानी
नबिर्सने तिमीलाई टाढा भए पनि
टाढा भए पनि
टाढा भए पनि

राम साइली, म त यौवनको पिरले
गम खाए यसै खोला किनारैमा
खोला कीनारैमा
खोला कीनारैमा",बिपुल छेत्री,राम साइली,2014,स्केत्चेस अफ दार्जीलिङ 
16,"The Lyrics for Rail Garee by Bipul Chettri have been translated into 2 languages
दार्जिलिङको रेल गाडी,
छुक छुक गर्दै अघि बढी
बूढापाखा, यौवन


सबैलाई समेटी हिँडी
बितीसके कति जीवन
आयो फर्कि कति
अघि बढेछौ है तिमी
रूक्ने न कहिल्यै पनि
संसार म छाडी आएँ
तिमी जस्तै हैन, अर्को है

बतासे डाँडा काटेर,
आयो है फेरी फर्केर
इंजिन धुँवा उडाई
कु कु गरी सिटी बजाई
संसारको भीड़मा आज भागेछु म आज
तिम्रो र मेरो माझ पुरानो यो बन्धन अझ
लैजाऊ मलाई तिमीसँग
जिउन यहाँ गार्हो भयो है
कु कु
कु कु
कु कु
आ हा हा

दुई दिनको जिन्दगानी
मर्नेछौं है सबै हामी
जिउनेछु म माया नमारी
आ हा
मनभरी माया बोकी
समझन्छु म घरी घरी
गर्न अझ कति धेरै

तर टाढा त जानु छ मलाई
संसार जित्नु छ मलाई
नसक्ने केहिँ नरैछन् है
हो हो
तिम्रो साथ भएदेखि
तिम्ले हात थामेदेखि
संसार म जीतीदिन्छु
आकाश म चुमिदिन्छु

हरियाली हरियाली चारैतिर हरियाली
जतातिर हेर
भरिएको चीयाबारी
उकाली र ओराली गर्दै आयो डाँडा काटी
कहिल्ये काहीँ तिमी सम्झी याद आउछ बेस्सरी
हिँडेछु त्यो पारी चढेर म रेल गाडी

रेल गाडी रेल गाडी चढेर है जानेछु म
रेल गाडी रेल गाडी
रेल गाडी रेल गाडी चढेर है जानेछु म
रेल गाडी रेल गाडी
रेल गाडी रेल गाडी रेल गाडी
आ हा हा",बिपुल छेत्री,रेल गाडी,2014,स्केत्चेस अफ दार्जीलिङ 
,"बिहानीको मिर्मिरेसङ्गै अाँखा मेरो खुल्यो
सुनौलो घामको झुल्का स्व्यम्भुमा पर्यो
कदम मेरो चाल्दा चाल्दै पुगे म पशुपति


देखे सारा मनिसको विश्वासको अनुभुति
स्वर्ग जस्तै पवित्र ठाँउ यो खुशीले भरिएको
मुस्कान छ सबै मानिसमा हर्शनै अडिएको
अा अा अाअा अा मेरो काठमाडौं
अा अा अाअा अा मेरो काठमाडौं

धरहरा वसन्तपुर रानीपाेखरी
प्रकृतिले छरिएको देख्छु वरिपरि
मठ मन्दिर पुराना कलाहरु अनेक छन्
म म र पिरो अचार सबै मिठो भन्दछन
चरीहरुको चिर्बिरसङ्गै बागमती बग्दछिन
आफ्नै टोल आफ्नै बाटोले बोलाउछ्न ए नवीन
अा अा अाअा अा मेरो काठमाडौं
अा अा अाअा अा मेरो काठमाडौं

बिहानीको मिर्मिरेसङ्गै अाँखा मेरो खुल्यो
सुनौलो घामको झुल्का स्व्यम्भुमा पर्यो
कदम मेरो चाल्दा चाल्दै पुगे म पशुपति
देखे सारा मनिसको विश्वासको अनुभुति
स्वर्ग जस्तै पवित्र ठाँउ यो खुशीले भरिएको
मुस्कान छ सबै मानिसमा हर्शनै अडिएको
अा अा अाअा अा मेरो काठमाडौं
अा अा अाअा अा मेरो काठमाडौं ।",Nabin K Bhattarai,Mero Kathmandu,2015,Kathmandu
,"अाँखामा तिमिलाई पाउछु म धेरै धेरै
अाँखामा तिमिलाई पाउछु म धेरै धेरै
सपनीमा तिमिलाई पाउछु निन्द्रै भरी
सपनीमा तिमिलाई पाउछु निन्द्रै भरी
जलाई आफुलाई देखाउन म सक्दिन
जलाई आफुलाई देखाउन म सक्दिन
माया तिमिलाई गर्छु म धेरै धेरै
माया तिमिलाई गर्छु म धेरै धेरै
लिइ तिमिलाई हिड्ने छु म सधैं सधैं
लिइ तिमिलाई हिड्ने छु म सधैं सधैं
अंगालोमा तिमिलाई राख्नेछु म सधैं सधैं
अंगालोमा तिमिलाई राख्नेछु म सधैं सधैं
टुक्र्याइ आफुलाई जोड्न म सक्दिन
टुक्र्याइ आफुलाई जोड्न म सक्दिन
माया तिमिलाई गर्छु म धेरै धेरै
माया तिमिलाई गर्छु म धेरै धेरै",Nabin K Bhattarai,Timi Malai,,Kathmandu
,,Nabin K Bhattarai,,,
,"जिन्दगीमा
कहिले छाया

कहिले माया
जिन्दगीमा

मुहारमा
कहिले हाशो कहिले आशु
मुहारमा

दिन र रात को माझमा
साझ यो बसेको छ

जिन्दगीमा
कहिले छाया
कहिले माया
जिन्दगीमा

प्रकृतिमा कहिले आन्धी
कहिले शान्ति
प्रकृतिमा

जिबनमा
कहिले तृष्णा
कहिले प्राप्ति
जिबनमा

जन्म र मृत्युुको खेलमा
श्वास यो अडेको छ

जिन्दगीमा
कहिले छाया कहिले माया
जिन्दगीमा

दिन र रात को माझमा
साझ यो बसेको छ

साझ यो बसेको छ

जिन्दगीमा
कहिले छाया कहिले माया
जिन्दगीमा",Nabin K Bhattarai,Ye Jidagi,2009,Nakshyatra
,"मैले तिमीलाई चाहेर पनि
तिम्रो नजिक म आउन सकिन
सायद मेरो कमजोरी हो या मेरो बिवसता...


मैले तिमीलाई चाहेर पनि
तिम्रो नजिक म आउन सकिन
सायद मेरो कमजोरी हो या मेरो बिवसता...

जुन-तारा हेरेर कैयौं चिसा रात बिताए
तिमी आउने बाटो हेरेर कैयौं ऋतु डुबि सके
मैले तिमीलाई चाहेर पनि
तिम्रो नजिक आउन सकिन
सायद मेरो कमजोरी हो या मेरो बिवसता...
मैले तिमीलाई चाहेर पनि
तिम्रो नजिक म आउन सकिन
सायद मेरो कमजोरी हो या मेरो बिवसता...

लाग्छ मलाई मेरो भाग्यमा तिम्रो प्रतिक्षा नै थियो
गोधुँलीको साँझमा पनि सङ्ग-सङ्गै हिंड्ने साथी भएन
मैले तिमीलाई चाहेर पनि
तिम्रो नजिक आउन सकिन
सायद मेरो कमजोरी हो या मेरो बिवसता...
मैले तिमीलाई चाहेर पनि
तिम्रो नजिक म आउन सकिन
सायद मेरो कमजोरी हो या मेरो बिवसता...",Nabin K Bhattarai,Timilai Chahera Pani,2009,Nakshyatra
,"मनमै कुरा राखी हल्ला नगर
कुरा काट्ने धेरै हुन्छन् सल्ला नगर
मनमै कुरा राखी हल्ला नगर


कुरा काट्ने धेरै हुन्छन् सल्ला नगर
पाइला आफै चाल सम्झ तिमी
बाटो अाफै रोज सोच तिमी
मनमै कुरा राखी हल्ला नगर
कुरा काट्ने धेरै हुन्छन् सल्ला नगर

भावनालाई छोपी राखी हल्ला नगर
ईर्स्यालु धेरै हुन्छन् सल्ला नगर
भावनालाई छोपी राखी हल्ला नगर
ईर्स्यालु धेरै हुन्छन् सल्ला नगर
जल्ने धेरै हुन्छ्न बुझ तिमी
बाधा अनेक बन्छ्न भुल तिमी
मनमै कुरा राखी हल्ला नगर
कुरा काट्ने धेरै हुन्छन् सल्ला नगर

पाइला आफै चाल सम्झ तिमी
बाटो अाफै रोज सोच तिमी
मनमै कुरा राखी हल्ला नगर
कुरा काट्ने धेरै हुन्छन् सल्ला नगर
मनमै कुरा राखी हल्ला नगर
कुरा काट्ने धेरै हुन्छन् सल्ला नगर
पाइला आफै चाल सम्झ तिमी
बाटो अाफै रोज सोच तिमी
मनमै कुरा राखी हल्ला नगर
कुरा काट्ने धेरै हुन्छन् सल्ला नगर",Nabin K Bhattarai,Halla Nagara,2009,Nakshyatra
,"बिहानी किरण सङ्गै सम्झनाले
मुटु भरी आस जागी दिन्छ
नयाँ उत्साह नयाँ उमंग ले


सुन्दर सपना सिर्जिदिन्छ
हावाले छोइदिदा मेरो मन
वर्षातले चुमिदिदा यो तन
तिम्रै सम्झनाले बोलाउछ
तिम्रै मायाले मलाई डोर्याउछ
बिहानी किरण सङ्गै सम्झनाले
मुटु भरी आस जागी दिन्छ
एक्लै बस्दा सुन्यतामा
बतासले जिस्काउछ
कल्पनामा आफैं डुबिदिदा
नदिनाला सुसाइदिन्छ
बतासको जिस्काइमा
नदिनालाको सुसाइमा
तिम्रो छाया देख्छु मनभरी
तिम्रै माया पाउछु झलझली
बिहानी किरण सङ्गै सम्झनाले
मुटु भरी आस जागी दिन्छ",Nabin K Bhattarai,Bihani Kiran,2005,Samarpan
,"अतीतको तिम्रो यादले
झस्काइरहन्छ यो मन
बिर्सन प्रयास गर्छु म


सम्झना आउँछ किन झन
फर्केन तिम्रो मन
बढायो दुरि झन
फर्केन तिम्रो मन
बढायो दुरि झन
नराम्रो केहि गरेकी मैले
नमिठाे केहि बाेलेकि
फर्केन तिम्रो मन
पीडाहरु लुकाइ मुटुको माझ
सम्झिरहन्छु तिमिलाई हर साझ
बर्सन्छ्न आखाबाट अासुकाे भेल
कठिन हुनेभाे विना हाम्रो मेल
सक्दिन टाढिन रुन्छु म छिन छिन
सक्दिन टाढिन रुन्छु म छिन छिन
नराम्रो केहि गरेकी मैले
नमिठाे केहि बाेलेकि
फर्केन तिम्रो मन।",Nabin K Bhattarai,Tmro Mayale,2005,Samjhana
,"ल हेऽऽऽऽऽऽऽऽ



तालको पानी
माछीले खानी
पिरीम सित
जाने कि नजाने
तालको पानी
माछीले खानी
पिरीम सित
जाने कि नजाने

तालको पानी
माछीले खानी
पिरीम सित
जाने कि नजाने
तालको पानी
माछीले खानी
पिरीम सित
जाने कि नजाने

हुर्रर्रर्रर्रर्रर्र
अइया अइया अइया अइया

हाँगो नाच्ने वन चरी त
आकाशैको बाजा
जुगौं भयो पिरीम भाको
बल्ल भेटे आज
सुनको औंठी सिलामुन्द्री
साथ लिइ आम्ला
बात् त लागे नेपाल जाम्ला
रृण परे तिरम्ला
हे ऽऽ तालको पानी
माछीले खानी
पिरीम सित
जाने कि नजाने
तालको पानी
माछीले खानी
पिरीम सित
जाने कि नजाने

हे ऽऽऽऽऽऽऽऽऽऽ
स्बास्स
हुर्रर्रर्रर्र
अइया

सत्य जुगको ढुंगे चकमक
कलीजुगको सलाई
रातको निंद दिनको सुर्ता
साध्य छैन मलाई
फूलपाती देउरालीलाई
भाकल गरी आएँ
ज्यानको माया पाउँ भनी
कसम मैले खाएँ
हे ऽऽऽऽ तालको पानी
माछीले खानी
पिरीम सित
जाने कि नजाने
तालको पानी
माछीले खानी
पिरीम सित
जाने कि नजाने
तालको पानी
माछीले खानी
पिरीम सित
जाने कि नजाने
तालको पानी
माछीले खानी
पिरीम सित
जाने कि नजाने
ल है ऽऽऽऽऽऽऽऽऽ
स्बास्स स्याबास्स स्याबास्स
हे ऽऽऽऽऽऽऽऽऽऽऽ
हुर्रर्रर्रर्रर्रर्र
ल है ऽऽऽऽऽऽऽऽऽ
स्बास्स
उठ्यो बस्यो उठ्यो
उठ्यो बस्यो उठ्यो
उठ्यो
बस्यो
उठ्यो बस्यो उठ्यो बस्यो
उठ्यो बस्यो",Nepathya,Taal ko Paani,2003,Nepathya
,"घाम डूब्यो साँझ पर्यो
अब छुट्टिने पनि बेला भो
आजको दिन पनि बित्यो



यो रात काट्ला नकाट्ला
भोली आउला या नआउला
फेरी भेट होला नहोला

यो छोटो गीत तिमीलाई
फेरी नभेटेसम्मलाई
यदि फेरी भेटै नभए
साँची राख्नु सम्झनलाई",Nepathya,Choto Geet,2003,Nepathya
